Park,Code,Unit,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year,Decade
Kings Canyon National Park,KICA,C,16.96284875,17.06284875,19.26284875,21.36284875,26.76284875,31.16284875,35.26284875,35.46284875,32.56284875,26.86284875,20.26284875,15.56284875,24.96284875,2100
Capitol Reef National Park,CARE,C,8.96284875,11.86284875,16.56284875,21.96284875,27.26284875,33.16284875,36.06284875,34.76284875,30.46284875,22.86284875,14.46284875,8.76284875,22.36284875,2100
Pinnacles National Park,PINN,C,21.16284875,21.86284875,23.86284875,26.76284875,31.26284875,35.76284875,39.76284875,39.56284875,36.96284875,32.06284875,25.26284875,20.96284875,29.66284875,2100
Lassen Volcanic National Park,LAVO,C,8.26284875,9.06284875,11.06284875,15.06284875,19.36284875,24.36284875,28.46284875,28.26284875,24.76284875,18.56284875,11.56284875,7.56284875,17.26284875,2100
Mount Rainier National Park,MORA,C,6.26284875,6.76284875,7.96284875,10.26284875,14.26284875,17.26284875,22.06284875,22.76284875,19.16284875,13.46284875,7.56284875,5.66284875,12.76284875,2100
Yosemite National Park,YOSE,C,13.06284875,16.36284875,19.46284875,23.46284875,27.36284875,32.06284875,36.86284875,36.56284875,33.26284875,27.76284875,18.96284875,13.26284875,24.86284875,2100
Wind Cave National Park,WICA,C,8.46284875,9.56284875,13.96284875,18.96284875,24.16284875,29.56284875,34.46284875,33.76284875,28.66284875,20.96284875,13.26284875,8.26284875,20.36284875,2100
North Cascades National Park,NOCA,C,9.56284875,11.76284875,15.26284875,18.96284875,23.16284875,25.76284875,29.46284875,29.86284875,25.96284875,18.66284875,12.36284875,8.86284875,19.16284875,2100
Voyageurs National Park,VOYA,C,-4.23715125,-0.13715125,6.46284875,15.56284875,22.86284875,27.56284875,29.96284875,28.96284875,23.46284875,15.46284875,5.96284875,-2.03715125,14.26284875,2100
Congaree National Park,CONG,C,17.96284875,20.26284875,24.66284875,28.86284875,32.96284875,36.36284875,38.06284875,36.96284875,33.96284875,29.26284875,24.46284875,19.36284875,28.66284875,2100
Carlsbad Caverns National Park,CAVE,C,18.36284875,21.06284875,24.76284875,29.26284875,33.96284875,38.16284875,37.96284875,37.06284875,33.86284875,29.06284875,23.46284875,18.56284875,28.86284875,2100
Zion National Park,ZION,C,16.96284875,19.26284875,23.66284875,28.16284875,34.26284875,40.06284875,42.96284875,41.46284875,37.46284875,30.36284875,22.16284875,16.46284875,29.46284875,2100
Theodore Roosevelt National Park,THRO,C,0.86284875,3.96284875,10.16284875,19.06284875,24.86284875,29.76284875,34.26284875,34.06284875,27.56284875,19.16284875,9.26284875,2.36284875,17.96284875,2100
Crater Lake National Park,CRLA,C,6.06284875,6.36284875,7.76284875,10.06284875,14.36284875,19.06284875,25.06284875,25.56284875,21.96284875,15.86284875,8.06284875,5.76284875,13.86284875,2100
Glacier National Park,GLAC,C,3.86284875,6.36284875,10.86284875,16.86284875,22.76284875,26.76284875,31.36284875,30.96284875,24.36284875,15.96284875,7.56284875,2.86284875,16.76284875,2100
Saguaro National Park,SAGU,C,16.36284875,17.86284875,20.46284875,24.36284875,29.26284875,34.16284875,35.66284875,34.56284875,32.66284875,26.86284875,20.56284875,15.96284875,25.76284875,2100
Grand Teton National Park,GRTE,C,1.46284875,4.16284875,8.96284875,13.36284875,18.86284875,24.36284875,29.86284875,29.36284875,23.66284875,15.86284875,6.56284875,0.86284875,14.86284875,2100
Great Sand Dunes National Park,GRSA,C,6.36284875,8.66284875,12.86284875,18.16284875,23.66284875,29.46284875,31.76284875,30.16284875,26.56284875,20.46284875,12.16284875,7.06284875,18.96284875,2100
Black Canyon of the Gunnison National Park,BLCA,C,6.16284875,9.56284875,13.06284875,17.06284875,22.76284875,28.46284875,32.06284875,30.86284875,26.26284875,19.26284875,11.76284875,6.26284875,18.66284875,2100
Arches National Park,ARCH,C,11.66284875,15.66284875,22.66284875,26.66284875,32.66284875,38.66284875,42.66284875,40.66284875,35.66284875,27.66284875,17.66284875,11.66284875,26.56284875,2100
Grand Canyon National Park,GRCA,C,12.76284875,14.66284875,18.66284875,23.46284875,29.26284875,35.16284875,37.26284875,35.26284875,31.96284875,25.36284875,17.56284875,12.56284875,24.56284875,2100
Mesa Verde National Park,MEVE,C,8.86284875,10.86284875,14.96284875,19.46284875,24.96284875,31.06284875,34.06284875,32.46284875,28.26284875,21.46284875,14.36284875,8.96284875,20.86284875,2100
Cuyahoga Valley National Park,CUVA,C,5.96284875,7.76284875,12.76284875,19.76284875,25.56284875,30.86284875,32.96284875,31.96284875,28.06284875,21.56284875,15.16284875,8.16284875,20.06284875,2100
Glacier Bay National Park,GLBA,C,4.46284875,5.96284875,8.06284875,12.56284875,16.76284875,20.46284875,21.56284875,20.76284875,17.06284875,12.56284875,7.76284875,5.76284875,12.86284875,2100
Denali National Park,DENA,C,-7.93715125,-5.43715125,1.26284875,9.46284875,18.06284875,24.56284875,25.26284875,21.76284875,15.76284875,4.16284875,-5.43715125,-6.33715125,7.96284875,2100
Rocky Mountain National Park,ROMO,C,2.76284875,3.96284875,7.76284875,11.36284875,16.46284875,22.26284875,26.16284875,24.96284875,20.56284875,14.26284875,6.86284875,2.56284875,13.36284875,2100
Joshua Tree National Park,JOTR,C,19.76284875,20.86284875,23.76284875,28.76284875,33.76284875,38.46284875,41.16284875,40.56284875,37.56284875,31.36284875,24.26284875,19.46284875,29.96284875,2100
Everglades National Park,EVER,C,29.56284875,30.86284875,31.96284875,33.86284875,35.86284875,37.06284875,37.86284875,37.76284875,36.96284875,35.26284875,32.56284875,30.46284875,34.16284875,2100
Badlands National Park,BADL,C,6.86284875,9.36284875,14.76284875,21.66284875,27.36284875,32.66284875,37.66284875,37.36284875,31.76284875,24.06284875,14.06284875,8.26284875,22.16284875,2100
Petrified Forest National Park,PEFO,C,13.36284875,16.46284875,20.36284875,24.96284875,30.46284875,35.86284875,37.56284875,35.76284875,32.46284875,26.36284875,18.86284875,13.26284875,25.56284875,2100
Hot Springs National Park,HOSP,C,15.46284875,18.06284875,22.86284875,27.76284875,31.56284875,35.86284875,38.46284875,38.76284875,34.46284875,28.46284875,21.86284875,16.06284875,27.46284875,2100
Indiana Dunes National Park,INDU,C,4.96284875,7.26284875,12.26284875,19.66284875,25.56284875,30.46284875,32.76284875,31.96284875,28.56284875,21.96284875,14.36284875,7.06284875,19.76284875,2100
Death Valley National Park,DEVA,C,24.06284875,27.56284875,32.46284875,37.16284875,42.76284875,47.96284875,51.56284875,50.56284875,46.06284875,38.46284875,29.76284875,23.06284875,37.66284875,2100
Olympic National Park,OLYM,F,41.17342598,45.49342598,50.89342598,57.37342598,64.03342598,68.71342598,74.29342598,74.65342598,69.07342598,57.37342598,46.93342598,42.61342598,57.73342598,2030
Acadia National Park,ACAD,F,31.99342598,35.59342598,42.07342598,53.77342598,65.47342598,74.65342598,79.69342598,78.97342598,71.05342598,59.17342598,48.55342598,37.75342598,56.65342598,2030
Great Smoky Mountains National Park,GRSM,F,40.99342598,44.41342598,51.97342598,62.05342598,67.99342598,73.75342598,76.09342598,75.91342598,71.95342598,64.39342598,53.05342598,44.23342598,60.61342598,2030
Redwood National Park,REDW,F,53.95342598,55.57342598,56.47342598,57.37342598,61.15342598,63.85342598,65.47342598,65.65342598,65.65342598,63.13342598,57.19342598,53.23342598,59.89342598,2030
Shenandoah National Park,SHEN,F,35.41342598,39.01342598,47.65342598,59.53342598,67.09342598,75.01342598,78.07342598,76.99342598,69.07342598,58.99342598,50.89342598,38.47342598,58.09342598,2030
Dry Tortugas National Park,DRTO,F,74.11342598,75.37342598,78.43342598,81.85342598,86.53342598,90.49342598,91.57342598,92.29342598,90.31342598,85.27342598,79.69342598,76.09342598,83.47342598,2030
Bryce Canyon National Park,BRCA,F,37.39342598,39.01342598,45.67342598,53.95342598,64.57342598,75.01342598,80.77342598,77.89342598,70.33342598,58.81342598,45.31342598,36.85342598,57.19342598,2030
Yellowstone National Park,YELL,F,30.73342598,33.97342598,41.35342598,49.45342598,59.53342598,69.07342598,79.87342598,79.15342598,67.99342598,53.41342598,38.29342598,29.29342598,52.69342598,2030
Sequoia National Park,SEQU,F,47.65342598,48.19342598,51.07342598,55.57342598,64.39342598,72.85342598,80.59342598,80.77342598,75.01342598,64.75342598,53.59342598,46.39342598,61.87342598,2030
Mammoth Cave National Park,MACA,F,44.59342598,49.45342598,59.17342598,70.15342598,77.89342598,85.09342598,88.69342598,87.97342598,81.85342598,71.05342598,59.35342598,47.65342598,68.71342598,2030
Great Basin National Park,GRBA,F,39.37342598,41.35342598,49.09342598,55.57342598,65.65342598,76.45342598,84.55342598,82.75342598,73.21342598,60.79342598,47.11342598,39.19342598,59.71342598,2030
Channel Islands National Park,CHIS,F,64.21342598,63.85342598,64.57342598,67.27342598,69.61342598,71.95342598,76.81342598,77.17342598,76.81342598,73.75342598,68.89342598,64.39342598,69.97342598,2030
Canyonlands National Park,CANY,F,39.19342598,45.31342598,56.11342598,64.93342598,75.73342598,86.89342598,93.19342598,90.13342598,80.95342598,67.09342598,50.89342598,39.19342598,66.01342598,2030
Biscayne National Park,BISC,F,74.47342598,75.91342598,77.35342598,79.51342598,82.57342598,85.81342598,87.61342598,87.79342598,86.71342598,83.47342598,79.69342598,76.27342598,81.49342598,2030
Guadalupe Mountains National Park,GUMO,F,49.81342598,53.05342598,59.71342598,67.27342598,75.73342598,83.29342598,82.21342598,80.77342598,75.55342598,67.99342598,58.09342598,49.81342598,67.09342598,2030
Kings Canyon National Park,KICA,F,54.67342598,54.85342598,58.81342598,62.59342598,72.31342598,80.23342598,87.61342598,87.97342598,82.75342598,72.49342598,60.61342598,52.15342598,69.07342598,2030
Capitol Reef National Park,CARE,F,40.27342598,45.49342598,53.95342598,63.67342598,73.21342598,83.83342598,89.05342598,86.71342598,78.97342598,65.29342598,50.17342598,39.91342598,64.39342598,2030
Pinnacles National Park,PINN,F,62.23342598,63.49342598,67.09342598,72.31342598,80.41342598,88.51342598,95.71342598,95.35342598,90.67342598,81.85342598,69.61342598,61.87342598,77.53342598,2030
Lassen Volcanic National Park,LAVO,F,39.01342598,40.45342598,44.05342598,51.25342598,58.99342598,67.99342598,75.37342598,75.01342598,68.71342598,57.55342598,44.95342598,37.75342598,55.21342598,2030
Mount Rainier National Park,MORA,F,35.41342598,36.31342598,38.47342598,42.61342598,49.81342598,55.21342598,63.85342598,65.11342598,58.63342598,48.37342598,37.75342598,34.33342598,47.11342598,2030
Yosemite National Park,YOSE,F,47.65342598,53.59342598,59.17342598,66.37342598,73.39342598,81.85342598,90.49342598,89.95342598,84.01342598,74.11342598,58.27342598,48.01342598,68.89342598,2030
Wind Cave National Park,WICA,F,39.37342598,41.35342598,49.27342598,58.27342598,67.63342598,77.35342598,86.17342598,84.91342598,75.73342598,61.87342598,48.01342598,39.01342598,60.79342598,2030
North Cascades National Park,NOCA,F,41.35342598,45.31342598,51.61342598,58.27342598,65.83342598,70.51342598,77.17342598,77.89342598,70.87342598,57.73342598,46.39342598,40.09342598,58.63342598,2030
Voyageurs National Park,VOYA,F,16.51342598,23.89342598,35.77342598,52.15342598,65.29342598,73.75342598,78.07342598,76.27342598,66.37342598,51.97342598,34.87342598,20.47342598,49.81342598,2030
Congaree National Park,CONG,F,56.47342598,60.61342598,68.53342598,76.09342598,83.47342598,89.59342598,92.65342598,90.67342598,85.27342598,76.81342598,68.17342598,58.99342598,75.73342598,2030
Carlsbad Caverns National Park,CAVE,F,57.19342598,62.05342598,68.71342598,76.81342598,85.27342598,92.83342598,92.47342598,90.85342598,85.09342598,76.45342598,66.37342598,57.55342598,76.09342598,2030
Zion National Park,ZION,F,54.67342598,58.81342598,66.73342598,74.83342598,85.81342598,96.25342598,101.473426,98.77342598,91.57342598,78.79342598,64.03342598,53.77342598,77.17342598,2030
Theodore Roosevelt National Park,THRO,F,25.69342598,31.27342598,42.43342598,58.45342598,68.89342598,77.71342598,85.81342598,85.45342598,73.75342598,58.63342598,40.81342598,28.39342598,56.47342598,2030
Crater Lake National Park,CRLA,F,35.05342598,35.59342598,38.11342598,42.25342598,49.99342598,58.45342598,69.25342598,70.15342598,63.67342598,52.69342598,38.65342598,34.51342598,49.09342598,2030
Glacier National Park,GLAC,F,31.09342598,35.59342598,43.69342598,54.49342598,65.11342598,72.31342598,80.59342598,79.87342598,67.99342598,52.87342598,37.75342598,29.29342598,54.31342598,2030
Saguaro National Park,SAGU,F,53.59342598,56.29342598,60.97342598,67.99342598,76.81342598,85.63342598,88.33342598,86.35342598,82.93342598,72.49342598,61.15342598,52.87342598,70.51342598,2030
Grand Teton National Park,GRTE,F,26.77342598,31.63342598,40.27342598,48.19342598,58.09342598,67.99342598,77.89342598,76.99342598,66.73342598,52.69342598,35.95342598,25.69342598,50.89342598,2030
Great Sand Dunes National Park,GRSA,F,35.59342598,39.73342598,47.29342598,56.83342598,66.73342598,77.17342598,81.31342598,78.43342598,71.95342598,60.97342598,46.03342598,36.85342598,58.27342598,2030
Black Canyon of the Gunnison National Park,BLCA,F,35.23342598,41.35342598,47.65342598,54.85342598,65.11342598,75.37342598,81.85342598,79.69342598,71.41342598,58.81342598,45.31342598,35.41342598,57.73342598,2030
Arches National Park,ARCH,F,45.13342598,52.33342598,64.93342598,72.13342598,82.93342598,93.73342598,100.933426,97.33342598,88.33342598,73.93342598,55.93342598,45.13342598,71.95342598,2030
Grand Canyon National Park,GRCA,F,47.11342598,50.53342598,57.73342598,66.37342598,76.81342598,87.43342598,91.21342598,87.61342598,81.67342598,69.79342598,55.75342598,46.75342598,68.35342598,2030
Mesa Verde National Park,MEVE,F,40.09342598,43.69342598,51.07342598,59.17342598,69.07342598,80.05342598,85.45342598,82.57342598,75.01342598,62.77342598,49.99342598,40.27342598,61.69342598,2030
Cuyahoga Valley National Park,CUVA,F,34.87342598,38.11342598,47.11342598,59.71342598,70.15342598,79.69342598,83.47342598,81.67342598,74.65342598,62.95342598,51.43342598,38.83342598,60.25342598,2030
Glacier Bay National Park,GLBA,F,32.17342598,34.87342598,38.65342598,46.75342598,54.31342598,60.97342598,62.95342598,61.51342598,54.85342598,46.75342598,38.11342598,34.51342598,47.29342598,2030
Denali National Park,DENA,F,9.853425982,14.35342598,26.41342598,41.17342598,56.65342598,68.35342598,69.61342598,63.31342598,52.51342598,31.63342598,14.35342598,12.73342598,38.47342598,2030
Rocky Mountain National Park,ROMO,F,29.11342598,31.27342598,38.11342598,44.59342598,53.77342598,64.21342598,71.23342598,69.07342598,61.15342598,49.81342598,36.49342598,28.75342598,48.19342598,2030
Joshua Tree National Park,JOTR,F,59.71342598,61.69342598,66.91342598,75.91342598,84.91342598,93.37342598,98.23342598,97.15342598,91.75342598,80.59342598,67.81342598,59.17342598,78.07342598,2030
Everglades National Park,EVER,F,77.35342598,79.69342598,81.67342598,85.09342598,88.69342598,90.85342598,92.29342598,92.11342598,90.67342598,87.61342598,82.75342598,78.97342598,85.63342598,2030
Badlands National Park,BADL,F,36.49342598,40.99342598,50.71342598,63.13342598,73.39342598,82.93342598,91.93342598,91.39342598,81.31342598,67.45342598,49.45342598,39.01342598,64.03342598,2030
Petrified Forest National Park,PEFO,F,48.19342598,53.77342598,60.79342598,69.07342598,78.97342598,88.69342598,91.75342598,88.51342598,82.57342598,71.59342598,58.09342598,48.01342598,70.15342598,2030
Hot Springs National Park,HOSP,F,51.97342598,56.65342598,65.29342598,74.11342598,80.95342598,88.69342598,93.37342598,93.91342598,86.17342598,75.37342598,63.49342598,53.05342598,73.57342598,2030
Indiana Dunes National Park,INDU,F,33.07342598,37.21342598,46.21342598,59.53342598,70.15342598,78.97342598,83.11342598,81.67342598,75.55342598,63.67342598,49.99342598,36.85342598,59.71342598,2030
Death Valley National Park,DEVA,F,67.45342598,73.75342598,82.57342598,91.03342598,101.113426,110.473426,116.953426,115.153426,107.053426,93.37342598,77.71342598,65.65342598,91.93342598,2030
Olympic National Park,OLYM,F,41.82862663,46.14862663,51.54862663,58.02862663,64.68862663,69.36862663,74.94862663,75.30862663,69.72862663,58.02862663,47.58862663,43.26862663,58.38862663,2040
Acadia National Park,ACAD,F,32.64862663,36.24862663,42.72862663,54.42862663,66.12862663,75.30862663,80.34862663,79.62862663,71.70862663,59.82862663,49.20862663,38.40862663,57.30862663,2040
Great Smoky Mountains National Park,GRSM,F,41.64862663,45.06862663,52.62862663,62.70862663,68.64862663,74.40862663,76.74862663,76.56862663,72.60862663,65.04862663,53.70862663,44.88862663,61.26862663,2040
Redwood National Park,REDW,F,54.60862663,56.22862663,57.12862663,58.02862663,61.80862663,64.50862663,66.12862663,66.30862663,66.30862663,63.78862663,57.84862663,53.88862663,60.54862663,2040
Shenandoah National Park,SHEN,F,36.06862663,39.66862663,48.30862663,60.18862663,67.74862663,75.66862663,78.72862663,77.64862663,69.72862663,59.64862663,51.54862663,39.12862663,58.74862663,2040
Dry Tortugas National Park,DRTO,F,74.76862663,76.02862663,79.08862663,82.50862663,87.18862663,91.14862663,92.22862663,92.94862663,90.96862663,85.92862663,80.34862663,76.74862663,84.12862663,2040
Bryce Canyon National Park,BRCA,F,38.04862663,39.66862663,46.32862663,54.60862663,65.22862663,75.66862663,81.42862663,78.54862663,70.98862663,59.46862663,45.96862663,37.50862663,57.84862663,2040
Yellowstone National Park,YELL,F,31.38862663,34.62862663,42.00862663,50.10862663,60.18862663,69.72862663,80.52862663,79.80862663,68.64862663,54.06862663,38.94862663,29.94862663,53.34862663,2040
Sequoia National Park,SEQU,F,48.30862663,48.84862663,51.72862663,56.22862663,65.04862663,73.50862663,81.24862663,81.42862663,75.66862663,65.40862663,54.24862663,47.04862663,62.52862663,2040
Mammoth Cave National Park,MACA,F,45.24862663,50.10862663,59.82862663,70.80862663,78.54862663,85.74862663,89.34862663,88.62862663,82.50862663,71.70862663,60.00862663,48.30862663,69.36862663,2040
Great Basin National Park,GRBA,F,40.02862663,42.00862663,49.74862663,56.22862663,66.30862663,77.10862663,85.20862663,83.40862663,73.86862663,61.44862663,47.76862663,39.84862663,60.36862663,2040
Channel Islands National Park,CHIS,F,64.86862663,64.50862663,65.22862663,67.92862663,70.26862663,72.60862663,77.46862663,77.82862663,77.46862663,74.40862663,69.54862663,65.04862663,70.62862663,2040
Canyonlands National Park,CANY,F,39.84862663,45.96862663,56.76862663,65.58862663,76.38862663,87.54862663,93.84862663,90.78862663,81.60862663,67.74862663,51.54862663,39.84862663,66.66862663,2040
Biscayne National Park,BISC,F,75.12862663,76.56862663,78.00862663,80.16862663,83.22862663,86.46862663,88.26862663,88.44862663,87.36862663,84.12862663,80.34862663,76.92862663,82.14862663,2040
Guadalupe Mountains National Park,GUMO,F,50.46862663,53.70862663,60.36862663,67.92862663,76.38862663,83.94862663,82.86862663,81.42862663,76.20862663,68.64862663,58.74862663,50.46862663,67.74862663,2040
Kings Canyon National Park,KICA,F,55.32862663,55.50862663,59.46862663,63.24862663,72.96862663,80.88862663,88.26862663,88.62862663,83.40862663,73.14862663,61.26862663,52.80862663,69.72862663,2040
Capitol Reef National Park,CARE,F,40.92862663,46.14862663,54.60862663,64.32862663,73.86862663,84.48862663,89.70862663,87.36862663,79.62862663,65.94862663,50.82862663,40.56862663,65.04862663,2040
Pinnacles National Park,PINN,F,62.88862663,64.14862663,67.74862663,72.96862663,81.06862663,89.16862663,96.36862663,96.00862663,91.32862663,82.50862663,70.26862663,62.52862663,78.18862663,2040
Lassen Volcanic National Park,LAVO,F,39.66862663,41.10862663,44.70862663,51.90862663,59.64862663,68.64862663,76.02862663,75.66862663,69.36862663,58.20862663,45.60862663,38.40862663,55.86862663,2040
Mount Rainier National Park,MORA,F,36.06862663,36.96862663,39.12862663,43.26862663,50.46862663,55.86862663,64.50862663,65.76862663,59.28862663,49.02862663,38.40862663,34.98862663,47.76862663,2040
Yosemite National Park,YOSE,F,48.30862663,54.24862663,59.82862663,67.02862663,74.04862663,82.50862663,91.14862663,90.60862663,84.66862663,74.76862663,58.92862663,48.66862663,69.54862663,2040
Wind Cave National Park,WICA,F,40.02862663,42.00862663,49.92862663,58.92862663,68.28862663,78.00862663,86.82862663,85.56862663,76.38862663,62.52862663,48.66862663,39.66862663,61.44862663,2040
North Cascades National Park,NOCA,F,42.00862663,45.96862663,52.26862663,58.92862663,66.48862663,71.16862663,77.82862663,78.54862663,71.52862663,58.38862663,47.04862663,40.74862663,59.28862663,2040
Voyageurs National Park,VOYA,F,17.16862663,24.54862663,36.42862663,52.80862663,65.94862663,74.40862663,78.72862663,76.92862663,67.02862663,52.62862663,35.52862663,21.12862663,50.46862663,2040
Congaree National Park,CONG,F,57.12862663,61.26862663,69.18862663,76.74862663,84.12862663,90.24862663,93.30862663,91.32862663,85.92862663,77.46862663,68.82862663,59.64862663,76.38862663,2040
Carlsbad Caverns National Park,CAVE,F,57.84862663,62.70862663,69.36862663,77.46862663,85.92862663,93.48862663,93.12862663,91.50862663,85.74862663,77.10862663,67.02862663,58.20862663,76.74862663,2040
Zion National Park,ZION,F,55.32862663,59.46862663,67.38862663,75.48862663,86.46862663,96.90862663,102.1286266,99.42862663,92.22862663,79.44862663,64.68862663,54.42862663,77.82862663,2040
Theodore Roosevelt National Park,THRO,F,26.34862663,31.92862663,43.08862663,59.10862663,69.54862663,78.36862663,86.46862663,86.10862663,74.40862663,59.28862663,41.46862663,29.04862663,57.12862663,2040
Crater Lake National Park,CRLA,F,35.70862663,36.24862663,38.76862663,42.90862663,50.64862663,59.10862663,69.90862663,70.80862663,64.32862663,53.34862663,39.30862663,35.16862663,49.74862663,2040
Glacier National Park,GLAC,F,31.74862663,36.24862663,44.34862663,55.14862663,65.76862663,72.96862663,81.24862663,80.52862663,68.64862663,53.52862663,38.40862663,29.94862663,54.96862663,2040
Saguaro National Park,SAGU,F,54.24862663,56.94862663,61.62862663,68.64862663,77.46862663,86.28862663,88.98862663,87.00862663,83.58862663,73.14862663,61.80862663,53.52862663,71.16862663,2040
Grand Teton National Park,GRTE,F,27.42862663,32.28862663,40.92862663,48.84862663,58.74862663,68.64862663,78.54862663,77.64862663,67.38862663,53.34862663,36.60862663,26.34862663,51.54862663,2040
Great Sand Dunes National Park,GRSA,F,36.24862663,40.38862663,47.94862663,57.48862663,67.38862663,77.82862663,81.96862663,79.08862663,72.60862663,61.62862663,46.68862663,37.50862663,58.92862663,2040
Black Canyon of the Gunnison National Park,BLCA,F,35.88862663,42.00862663,48.30862663,55.50862663,65.76862663,76.02862663,82.50862663,80.34862663,72.06862663,59.46862663,45.96862663,36.06862663,58.38862663,2040
Arches National Park,ARCH,F,45.78862663,52.98862663,65.58862663,72.78862663,83.58862663,94.38862663,101.5886266,97.98862663,88.98862663,74.58862663,56.58862663,45.78862663,72.60862663,2040
Grand Canyon National Park,GRCA,F,47.76862663,51.18862663,58.38862663,67.02862663,77.46862663,88.08862663,91.86862663,88.26862663,82.32862663,70.44862663,56.40862663,47.40862663,69.00862663,2040
Mesa Verde National Park,MEVE,F,40.74862663,44.34862663,51.72862663,59.82862663,69.72862663,80.70862663,86.10862663,83.22862663,75.66862663,63.42862663,50.64862663,40.92862663,62.34862663,2040
Cuyahoga Valley National Park,CUVA,F,35.52862663,38.76862663,47.76862663,60.36862663,70.80862663,80.34862663,84.12862663,82.32862663,75.30862663,63.60862663,52.08862663,39.48862663,60.90862663,2040
Glacier Bay National Park,GLBA,F,32.82862663,35.52862663,39.30862663,47.40862663,54.96862663,61.62862663,63.60862663,62.16862663,55.50862663,47.40862663,38.76862663,35.16862663,47.94862663,2040
Denali National Park,DENA,F,10.50862663,15.00862663,27.06862663,41.82862663,57.30862663,69.00862663,70.26862663,63.96862663,53.16862663,32.28862663,15.00862663,13.38862663,39.12862663,2040
Rocky Mountain National Park,ROMO,F,29.76862663,31.92862663,38.76862663,45.24862663,54.42862663,64.86862663,71.88862663,69.72862663,61.80862663,50.46862663,37.14862663,29.40862663,48.84862663,2040
Joshua Tree National Park,JOTR,F,60.36862663,62.34862663,67.56862663,76.56862663,85.56862663,94.02862663,98.88862663,97.80862663,92.40862663,81.24862663,68.46862663,59.82862663,78.72862663,2040
Everglades National Park,EVER,F,78.00862663,80.34862663,82.32862663,85.74862663,89.34862663,91.50862663,92.94862663,92.76862663,91.32862663,88.26862663,83.40862663,79.62862663,86.28862663,2040
Badlands National Park,BADL,F,37.14862663,41.64862663,51.36862663,63.78862663,74.04862663,83.58862663,92.58862663,92.04862663,81.96862663,68.10862663,50.10862663,39.66862663,64.68862663,2040
Petrified Forest National Park,PEFO,F,48.84862663,54.42862663,61.44862663,69.72862663,79.62862663,89.34862663,92.40862663,89.16862663,83.22862663,72.24862663,58.74862663,48.66862663,70.80862663,2040
Hot Springs National Park,HOSP,F,52.62862663,57.30862663,65.94862663,74.76862663,81.60862663,89.34862663,94.02862663,94.56862663,86.82862663,76.02862663,64.14862663,53.70862663,74.22862663,2040
Indiana Dunes National Park,INDU,F,33.72862663,37.86862663,46.86862663,60.18862663,70.80862663,79.62862663,83.76862663,82.32862663,76.20862663,64.32862663,50.64862663,37.50862663,60.36862663,2040
Death Valley National Park,DEVA,F,68.10862663,74.40862663,83.22862663,91.68862663,101.7686266,111.1286266,117.6086266,115.8086266,107.7086266,94.02862663,78.36862663,66.30862663,92.58862663,2040
Olympic National Park,OLYM,F,42.65338197,46.97338197,52.37338197,58.85338197,65.51338197,70.19338197,75.77338197,76.13338197,70.55338197,58.85338197,48.41338197,44.09338197,59.21338197,2050
Acadia National Park,ACAD,F,33.47338197,37.07338197,43.55338197,55.25338197,66.95338197,76.13338197,81.17338197,80.45338197,72.53338197,60.65338197,50.03338197,39.23338197,58.13338197,2050
Great Smoky Mountains National Park,GRSM,F,42.47338197,45.89338197,53.45338197,63.53338197,69.47338197,75.23338197,77.57338197,77.39338197,73.43338197,65.87338197,54.53338197,45.71338197,62.09338197,2050
Redwood National Park,REDW,F,55.43338197,57.05338197,57.95338197,58.85338197,62.63338197,65.33338197,66.95338197,67.13338197,67.13338197,64.61338197,58.67338197,54.71338197,61.37338197,2050
Shenandoah National Park,SHEN,F,36.89338197,40.49338197,49.13338197,61.01338197,68.57338197,76.49338197,79.55338197,78.47338197,70.55338197,60.47338197,52.37338197,39.95338197,59.57338197,2050
Dry Tortugas National Park,DRTO,F,75.59338197,76.85338197,79.91338197,83.33338197,88.01338197,91.97338197,93.05338197,93.77338197,91.79338197,86.75338197,81.17338197,77.57338197,84.95338197,2050
Bryce Canyon National Park,BRCA,F,38.87338197,40.49338197,47.15338197,55.43338197,66.05338197,76.49338197,82.25338197,79.37338197,71.81338197,60.29338197,46.79338197,38.33338197,58.67338197,2050
Yellowstone National Park,YELL,F,32.21338197,35.45338197,42.83338197,50.93338197,61.01338197,70.55338197,81.35338197,80.63338197,69.47338197,54.89338197,39.77338197,30.77338197,54.17338197,2050
Sequoia National Park,SEQU,F,49.13338197,49.67338197,52.55338197,57.05338197,65.87338197,74.33338197,82.07338197,82.25338197,76.49338197,66.23338197,55.07338197,47.87338197,63.35338197,2050
Mammoth Cave National Park,MACA,F,46.07338197,50.93338197,60.65338197,71.63338197,79.37338197,86.57338197,90.17338197,89.45338197,83.33338197,72.53338197,60.83338197,49.13338197,70.19338197,2050
Great Basin National Park,GRBA,F,40.85338197,42.83338197,50.57338197,57.05338197,67.13338197,77.93338197,86.03338197,84.23338197,74.69338197,62.27338197,48.59338197,40.67338197,61.19338197,2050
Channel Islands National Park,CHIS,F,65.69338197,65.33338197,66.05338197,68.75338197,71.09338197,73.43338197,78.29338197,78.65338197,78.29338197,75.23338197,70.37338197,65.87338197,71.45338197,2050
Canyonlands National Park,CANY,F,40.67338197,46.79338197,57.59338197,66.41338197,77.21338197,88.37338197,94.67338197,91.61338197,82.43338197,68.57338197,52.37338197,40.67338197,67.49338197,2050
